model_name,input_sentence,generated_output
fine_tuned_t5_vua,"The sunrise [MASK] the peaks, a gentle unveiling of the day.","The sunrise took the peaks, a gentle unveiling of the day."
fine_tuned_t5_vua,"The bookshop [MASK] with stories, its shelves groaning under the weight of words.","The bookshop contains stories, its shelves groaning under the weight of words."
fine_tuned_t5_vua,"The campfire [MASK] under the stars, a beacon of warmth in the wilderness.","The campfire lit under the stars, a beacon of warmth in the wilderness."
fine_tuned_t5_vua,"The streetlamp [MASK] the sidewalk, casting pools of light in the night.","The streetlamp lit the sidewalk, casting pools of light in the night."
fine_tuned_t5_vua,"The forest path [MASK] the shadows, a portal to another realm.","The forest path reveals the shadows, a portal to another realm."
fine_tuned_t5_vua,"The balloon [MASK] into the sky, a solitary traveler on the wind.","The balloon came into the sky, a solitary traveler on the wind."
fine_tuned_t5_vua,"The meadow [MASK] with daisies, a carpet of white and yellow.","The meadow covered with daisies, a carpet of white and yellow."
fine_tuned_t5_vua,"The ferry [MASK] the river, ferrying dreams across the water.","The ferry swept the river, ferrying dreams across the water."
fine_tuned_t5_vua,"The storm clouds [MASK] the horizon, a harbinger of nature's wrath.","The storm clouds swept the horizon, a harbinger of nature's wrath."
fine_tuned_t5_vua,"The stars [MASK] above, a canvas of infinite wonder.","The stars rise above, a canvas of infinite wonder."
fine_tuned_t5_vua,"The campfire smoke [MASK] the air, carrying the scent of stories untold.","The campfire smoke swept the air, carrying the scent of stories untold."
fine_tuned_t5_vua,"The bell [MASK] through the village, summoning all to gather.","The bell came through the village, summoning all to gather."
fine_tuned_t5_vua,"The eagle [MASK] the mountains, its gaze piercing and majestic.","The eagle swept the mountains, its gaze piercing and majestic."
fine_tuned_t5_vua,"The vines [MASK] the old stone wall, reclaiming what time forgot.","The vines covered the old stone wall, reclaiming what time forgot."
fine_tuned_t5_vua,"The rain [MASK] the streets, rivers flowing where there were none.","The rain swept the streets, rivers flowing where there were none."
fine_tuned_t5_vua,"The cobblestones [MASK] with history, each step a journey through time.","The cobblestones come with history, each step a journey through time."
fine_tuned_t5_vua,"The willow [MASK] over the pond, a weeping guardian of its waters.","The willow stood over the pond, a weeping guardian of its waters."
fine_tuned_t5_vua,"The lantern [MASK] the alleyway, casting long shadows on the cobbles.","The lantern drew the alleyway, casting long shadows on the cobbles."
fine_tuned_t5_vua,"The storm [MASK] through the valley, a fierce display of untamed power.","The storm swept through the valley, a fierce display of untamed power."
fine_tuned_t5_vua,"The leaves [MASK] the ground, creating a mosaic of autumn hues.","The leaves lay the ground, creating a mosaic of autumn hues."
fine_tuned_t5_vua,"The owl [MASK] the night, its call a haunting melody.","The owl made the night, its call a haunting melody."
fine_tuned_t5_vua,"The carnival [MASK] with laughter, lights, and music that enchanted the night.","The carnival drew with laughter, lights, and music that enchanted the night."
fine_tuned_t5_vua,"The bridge [MASK] the river, uniting the banks in steadfast connection.","The bridge broke the river, uniting the banks in steadfast connection."
fine_tuned_t5_vua,"The theater [MASK] with anticipation, the stage set for stories to unfold.","The theater relied with anticipation, the stage set for stories to unfold."
fine_tuned_t5_vua,"The moonlight [MASK] the landscape, turning night into a silver dream.","The moonlight swept the landscape, turning night into a silver dream."
fine_tuned_t5_vua,"The castle [MASK] on the hill, a relic of a forgotten age.","The castle sits on the hill, a relic of a forgotten age."
fine_tuned_t5_vua,"The marketplace [MASK] with life, every stall a world of its own.","The marketplace carries with life, every stall a world of its own."
fine_tuned_t5_vua,"The fireworks [MASK] the sky, blossoms of color that faded too soon.","The fireworks swept the sky, blossoms of color that faded too soon."
fine_tuned_t5_vua,"The garden path [MASK] into the distance, leading to secrets untold.","The garden path goes into the distance, leading to secrets untold."
fine_tuned_t5_vua,"The waves [MASK] the shore, a lullaby for the restless night.","The waves hit the shore, a lullaby for the restless night."
fine_tuned_t5_vua,"The clock hands [MASK] ever onward, relentless in their march.","The clock hands fell ever onward, relentless in their march."
fine_tuned_t5_vua,"The curtain [MASK] the stage, revealing the world of make-believe.","The curtain went the stage, revealing the world of make-believe."
fine_tuned_t5_vua,"The snowfall [MASK] the rooftops, cloaking the town in quiet magic.","The snowfall swept the rooftops, cloaking the town in quiet magic."
fine_tuned_t5_vua,"The child’s imagination [MASK] beyond the stars, dreaming of impossible things.","The child’s imagination grew beyond the stars, dreaming of impossible things."
fine_tuned_t5_vua,"The meadow [MASK] with wildflowers, a kaleidoscope of color and fragrance.","The meadow covered with wildflowers, a kaleidoscope of color and fragrance."
fine_tuned_t5_vua,"The autumn breeze [MASK] leaves through the air, a dance of red and gold.","The autumn breeze swept leaves through the air, a dance of red and gold."
fine_tuned_t5_vua,"The river stones [MASK] the water’s edge, polished smooth by time.","The river stones add the water’s edge, polished smooth by time."
fine_tuned_t5_vua,"The candle’s flame [MASK] in the dark, a fragile sentinel of light.","The candle’s flame rises in the dark, a fragile sentinel of light."
fine_tuned_t5_vua,"The festival [MASK] with colors, music, and joy that knew no bounds.","The festival celebrated with colors, music, and joy that knew no bounds."
fine_tuned_t5_vua,"The lighthouse [MASK] the rocky shore, a sentinel against the storm.","The lighthouse swept the rocky shore, a sentinel against the storm."
fine_tuned_t5_vua,"The morning dew [MASK] the grass, diamonds that vanished with the sun.","The morning dew swept the grass, diamonds that vanished with the sun."
fine_tuned_t5_vua,"The clouds [MASK] over the horizon, painting the sky in strokes of gray.","The clouds swirled over the horizon, painting the sky in strokes of gray."
fine_tuned_t5_vua,"The attic [MASK] with forgotten memories, dust coating the relics of yesteryears.","The attic contains with forgotten memories, dust coating the relics of yesteryears."
fine_tuned_t5_vua,"The river [MASK] its journey through the valley, carving stories into the earth.","The river took its journey through the valley, carving stories into the earth."
fine_tuned_t5_vua,"The candle [MASK] its warmth, a fragile guardian against the dark.","The candle lit its warmth, a fragile guardian against the dark."
fine_tuned_t5_vua,"The forest [MASK] with whispers, the wind telling secrets to the trees.","The forest comes with whispers, the wind telling secrets to the trees."
fine_tuned_t5_vua,"The dawn [MASK] the horizon, casting golden promises over the waking world.","The dawn swept the horizon, casting golden promises over the waking world."
fine_tuned_t5_vua,"The fire [MASK] in the hearth, a crackling heart of warmth and life.","The fire came in the hearth, a crackling heart of warmth and life."
fine_tuned_t5_vua,"The meadow [MASK] under the starlight, a sea of shadows and dreams.","The meadow stands under the starlight, a sea of shadows and dreams."
fine_tuned_t5_vua,"The waterfall [MASK] into the pool below, a symphony of ceaseless motion.","The waterfall came into the pool below, a symphony of ceaseless motion."
fine_tuned_t5_vua,"The mountain [MASK] the sky, its peak a silent witness to the heavens.","The mountain rises the sky, its peak a silent witness to the heavens."
fine_tuned_t5_vua,"The city [MASK] to life, its streets buzzing with the hum of humanity.","The city goes to life, its streets buzzing with the hum of humanity."
fine_tuned_t5_vua,"The tree [MASK] its roots into the earth, a silent testament to resilience.","The tree drew its roots into the earth, a silent testament to resilience."
fine_tuned_t5_vua,"The shore [MASK] with shells, each one a fragment of the ocean's story.","The shore covered with shells, each one a fragment of the ocean's story."
fine_tuned_t5_vua,Rain [MASK] against the window.,Rain came against the window.
fine_tuned_t5_vua,A kite [MASK] into the sky.,A kite fell into the sky.
fine_tuned_t5_vua,Clouds [MASK] across the horizon.,Clouds lay across the horizon.
fine_tuned_t5_vua,Birds [MASK] in formation.,Birds float in formation.
fine_tuned_t5_vua,A riverbank [MASK] under the floodwaters.,A riverbank floats under the floodwaters.
fine_tuned_t5_vua,Sunlight [MASK] through the branches.,Sunlight came through the branches.
fine_tuned_t5_vua,Ants [MASK] across the forest floor.,Ants lay across the forest floor.
fine_tuned_t5_vua,Flames [MASK] in the fireplace.,Flames fall in the fireplace.
fine_tuned_t5_vua,Leaves [MASK] to the ground.,Leaves go to the ground.
fine_tuned_t5_vua,Music [MASK] from the speakers.,Music came from the speakers.
fine_tuned_t5_vua,Mountains [MASK] into the mist.,Mountains fell into the mist.
fine_tuned_t5_vua,A clock [MASK] away quietly.,A clock came away quietly.
fine_tuned_t5_vua,Words [MASK] on the page.,Words appear on the page.
fine_tuned_t5_vua,A shadow [MASK] along the wall.,A shadow strewn along the wall.
fine_tuned_t5_vua,Lightning [MASK] across the sky.,Lightning swirled across the sky.
fine_tuned_t5_vua,Footsteps [MASK] in the empty hall.,Footsteps come in the empty hall.
fine_tuned_t5_vua,A whisper [MASK] through the trees.,A whisper came through the trees.
fine_tuned_t5_vua,Waves [MASK] over the rocks.,Waves drifting over the rocks.
fine_tuned_t5_vua,Frost [MASK] the windowpane.,Frost took the windowpane.
fine_tuned_t5_vua,A ship [MASK] across the water.,A ship floats across the water.
fine_tuned_t5_vua,Lanterns [MASK] the cobblestone street.,Lanterns took the cobblestone street.
fine_tuned_t5_vua,Eyes [MASK] into the distance.,Eyes go into the distance.
fine_tuned_t5_vua,Roots [MASK] deep into the earth.,Roots lay deep into the earth.
fine_tuned_t5_vua,An echo [MASK] in the cavern.,An echo echoed in the cavern.
fine_tuned_t5_vua,A candle [MASK] against the wind.,A candle blows against the wind.
fine_tuned_t5_vua,Cloud shadows [MASK] over the fields.,Cloud shadows spread over the fields.
fine_tuned_t5_vua,A waterfall [MASK] into the pool.,A waterfall swept into the pool.
fine_tuned_t5_vua,Stars [MASK] above.,Stars go above.
fine_tuned_t5_vua,Branches [MASK] under the weight of the snow.,Branches fell under the weight of the snow.
fine_tuned_t5_vua,Voices [MASK] in the crowd.,Voices come in the crowd.
fine_tuned_t5_vua,Dreams [MASK] through her mind.,Dreams come through her mind.
fine_tuned_t5_vua,A river [MASK] through the canyon.,A river ran through the canyon.
fine_tuned_t5_vua,Whispers [MASK] in the wind.,Whispers lay in the wind.
fine_tuned_t5_vua,Mountains [MASK] against the sky.,Mountains strewn against the sky.
fine_tuned_t5_vua,Smoke [MASK] into the air.,Smoke came into the air.
fine_tuned_t5_vua,Footprints [MASK] in the sand.,Footprints lay in the sand.
fine_tuned_t5_vua,Ripples [MASK] across the pond.,Ripples lay across the pond.
fine_tuned_t5_vua,Voices [MASK] around the campfire.,Voices swirling around the campfire.
fine_tuned_t5_vua,A breeze [MASK] through the garden.,A breeze swept through the garden.
fine_tuned_t5_vua,Rain [MASK] the earth.,Rain swept the earth.
fine_tuned_t5_vua,Branches [MASK] into the heavens.,Branches lay into the heavens.
fine_tuned_t5_vua,Eyes [MASK] with curiosity.,Eyes trembling with curiosity.
fine_tuned_t5_vua,Tides [MASK] on the shore.,Tides lay on the shore.
fine_tuned_t5_vua,Colors [MASK] across the canvas.,Colors spread across the canvas.
fine_tuned_t5_vua,Dreams [MASK] to life in her journal.,Dreams come to life in her journal.
fine_tuned_t5_vua,A whisper [MASK] in the silence.,A whisper came in the silence.
fine_tuned_t5_vua,Hills [MASK] in the distance.,Hills fell in the distance.
fine_tuned_t5_vua,Reflections [MASK] on the water.,Reflections go on the water.
fine_tuned_t5_vua,Bells [MASK] in the distance.,Bells lay in the distance.
fine_tuned_t5_vua,A melody [MASK] through the room.,A melody came through the room.
fine_tuned_t5_vua,Wind [MASK] through the open window.,Wind came through the open window.
fine_tuned_t5_vua,Streams [MASK] down the mountain.,Streams go down the mountain.
fine_tuned_t5_vua,Fog [MASK] the valley.,Fog climbed the valley.
fine_tuned_t5_vua,Stars [MASK] in the night sky.,Stars float in the night sky.
fine_tuned_t5_vua,Laughter [MASK] across the courtyard.,Laughter spread across the courtyard.
